type:1,2 //1은 한가지모양 2는 애니메이션

****1일때
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255

****2일때
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255

50 //딜레이시간

255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255

50 //딜레이시간

255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255

50 //딜레이시간
